A1_playerId,A1_actionId,C_actionId,B1_actionId,phase,n_context,p_b_given_a_context_mean,p_b_given_a_context_std,p_win_given_abc_mean,p_win_given_abc_std,p_win_given_abc_min,p_win_given_abc_max
0,1,6,8,receive,3,0.0031204163060093073,8.641586418369183e-05,0.4389389248320916,0.022126189775425895,0.4233170690935195,0.46425803625766343
0,1,6,9,receive,3,0.006862855939596064,0.0005806729076219227,0.4310243402292359,0.01760676553204775,0.4180485994404672,0.4510665754459761
0,1,6,10,receive,3,0.015340881224420672,0.0003704217341776509,0.47109501974026435,0.016844636069564795,0.4585253520260207,0.49023459414246173
0,1,6,11,receive,3,0.006338186301024747,0.00021096208131260628,0.4699464155833401,0.01732013012843021,0.4570988401379117,0.4896439277851248
0,1,6,12,receive,3,0.05524512179591092,0.0003255306154370572,0.4548299537498334,0.017265092823562544,0.44202684992515767,0.4744656973468629
0,1,6,13,receive,3,0.23473776754565978,0.011140849995292844,0.4819235283838705,0.0165159404553321,0.46954062584290324,0.5006757950188022
0,1,6,14,receive,3,0.002316456500548618,7.932805128881947e-05,0.5850769329639768,0.029669363312876743,0.5659830970130806,0.6192579774898361
0,1,7,1,receive,3,0.09177555089746699,0.005574347933334154,0.3654378755044245,0.0035737680400172406,0.3614469718937521,0.36834235661709347
0,1,7,2,receive,3,0.21136217280550249,0.026599212386192558,0.3650547508010678,0.005131518196207713,0.35941578481480585,0.36945031309180615
0,1,7,3,receive,3,0.010190925947393204,0.003458525669615003,0.36102656958176427,0.005112122600224499,0.3554089789917444,0.3654056528923676
0,1,7,4,receive,3,0.002808884585411104,0.00019969421343065186,0.3815300165415725,0.005204738986466692,0.3758103341573584,0.3859877416421753
0,1,7,5,receive,3,0.11544526341882937,0.008079137417625613,0.3836896178003825,0.005213613915376333,0.3779601492217783,0.388154871509653
0,1,7,6,receive,3,0.24072524228533557,0.016212895679398813,0.383231207258395,0.005211744008564285,0.3775038006426899,0.38769487484853293
0,1,7,7,receive,3,0.0037302744468913226,0.00018144875026727204,0.3837963320960198,0.005214048137184657,0.37806638469275483,0.38826195411747194
0,1,7,8,receive,3,0.0031204163060093073,8.641586418369183e-05,0.39011029170372663,0.010134934033280819,0.38161456042311026,0.4013283654015193
0,1,7,9,receive,3,0.006862855939596064,0.0005806729076219227,0.38241734203298944,0.006020278702881053,0.37648846176266,0.38852503521482995
0,1,7,10,receive,3,0.015340881224420672,0.0003704217341776509,0.4444463097344602,0.006977140069218206,0.43782347741874944,0.45173064077108827
0,1,7,11,receive,3,0.006338186301024747,0.00021096208131260628,0.4461832913036914,0.0040596326899742215,0.44160982665797716,0.44936063208614724
0,1,7,12,receive,3,0.05524512179591092,0.0003255306154370572,0.4311701087550483,0.00403547736672197,0.426623927907132,0.43432878223601157
0,1,7,13,receive,3,0.23473776754565978,0.011140849995292844,0.45810333825058885,0.003559766952153242,0.45399735675183744,0.4603225448312675
0,1,7,14,receive,3,0.002316456500548618,7.932805128881947e-05,0.5617422995168321,0.01604832298496872,0.5505348953544844,0.5801266212851033
0,1,8,1,receive,3,0.09177555089746699,0.005574347933334154,0.30369038160005213,0.011542071320322476,0.29410755410128864,0.3165034206965887
0,1,8,2,receive,3,0.21136217280550249,0.026599212386192558,0.30234542121768276,0.012427167841724067,0.2922404066846531,0.3162212505077795
0,1,8,3,receive,3,0.010190925947393204,0.003458525669615003,0.29861117473973126,0.012358537372454206,0.2885627475193689,0.3124106535187924
0,1,8,4,receive,3,0.002808884585411104,0.00019969421343065186,0.3176902915463094,0.01269426889557556,0.30736483376572143,0.33186318991387453
0,1,8,5,receive,3,0.11544526341882937,0.008079137417625613,0.31971024745475135,0.012727660244445277,0.3093572049899542,0.33392027404717567
0,1,8,6,receive,3,0.24072524228533557,0.016212895679398813,0.3140908459562991,0.012633752911927688,0.3038153648994693,0.32819645018950405
0,1,8,7,receive,3,0.0037302744468913226,0.00018144875026727204,0.3146159856489277,0.012642663033112784,0.30433314746677353,0.3287314984412406
0,1,8,8,receive,3,0.0031204163060093073,8.641586418369183e-05,0.3414204465655442,0.011275997240289172,0.3323545688746612,0.354046932842951
0,1,8,9,receive,3,0.006862855939596064,0.0005806729076219227,0.33406062865280317,0.007205272278731462,0.32747575505831245,0.34175710091982964
0,1,8,10,receive,3,0.015340881224420672,0.0003704217341776509,0.432459688425409,0.0033493627761945906,0.4285957001907654,0.43453460629324236
0,1,8,11,receive,3,0.006338186301024747,0.00021096208131260628,0.43419255215761526,0.0035788760011372686,0.43189406549867704,0.43831603030305444
0,1,8,12,receive,3,0.05524512179591092,0.0003255306154370572,0.41568092100979753,0.007974498156637089,0.40712738866286385,0.4229107253040272
0,1,8,13,receive,3,0.23473776754565978,0.011140849995292844,0.441312331483757,0.008850084004841155,0.4316925240355763,0.449108615188307
0,1,8,14,receive,3,0.002316456500548618,7.932805128881947e-05,0.5264911560371329,0.0061175382358179264,0.5211297359394385,0.5331550375571477
0,1,9,1,receive,3,0.09177555089746699,0.005574347933334154,0.38578766690734345,0.0038399157454715132,0.3813774866445313,0.38838985333619713
0,1,9,2,receive,3,0.21136217280550249,0.026599212386192558,0.38430475105424833,0.004352798143434856,0.3793105439465822,0.38729203131274315
0,1,9,3,receive,3,0.010190925947393204,0.003458525669615003,0.38020946447317633,0.004338675519425926,0.37523146765407234,0.38318709977716897
0,1,9,4,receive,3,0.002808884585411104,0.00019969421343065186,0.40103138443928543,0.004405307082577234,0.3959769036873227,0.40405450659334885
0,1,9,5,receive,3,0.11544526341882937,0.008079137417625613,0.403221204585013,0.004411569472405789,0.39815953506215646,0.40624859895102233
0,1,9,6,receive,3,0.24072524228533557,0.016212895679398813,0.39334444637492294,0.004382204796462085,0.38831648470423297,0.39635180329064645
0,1,9,7,receive,3,0.0037302744468913226,0.00018144875026727204,0.39391381977480017,0.004383975860228705,0.3888838251369494,0.39692238552916564
0,1,9,8,receive,3,0.0031204163060093073,8.641586418369183e-05,0.40347058713490985,0.009468584210327612,0.3953541007571388,0.4138728096434069
0,1,9,9,receive,3,0.006862855939596064,0.0005806729076219227,0.395708103911357,0.005400830807879418,0.3901744184086062,0.40096547210585154
0,1,9,10,receive,3,0.015340881224420672,0.0003704217341776509,0.45944520789198995,0.0033811699788798694,0.4555445217462718,0.46153975956559895
0,1,9,11,receive,3,0.006338186301024747,0.00021096208131260628,0.46119388148072854,0.003610540111520455,0.45887493638317023,0.4653538323451735
0,1,9,12,receive,3,0.05524512179591092,0.0003255306154370572,0.44248206037084614,0.008073842160644003,0.43382070807496126,0.4497998186301341
0,1,9,13,receive,3,0.23473776754565978,0.011140849995292844,0.46836967424989284,0.008920975270749669,0.45867149135385005,0.4762258799570511
0,1,9,14,receive,3,0.002316456500548618,7.932805128881947e-05,0.5522906158374904,0.006077388785354344,0.5469632637750639,0.5589101918232741
0,1,10,1,receive,3,0.09177555089746699,0.005574347933334154,0.3508064787341551,0.0037161778084376868,0.34653970960910335,0.35333481700163083
0,1,10,2,receive,3,0.21136217280550249,0.026599212386192558,0.3487967934261243,0.00370834860956315,0.34453901572372714,0.351319822084721
