A1_actionId,C_actionId,A1_playerId,use_count,win_rate,usage_share
0,4,74,1,0.0,0.010752688172043012
0,4,88,1,1.0,0.010752688172043012
0,4,96,34,0.6470588235294118,0.3655913978494624
0,4,97,4,0.5,0.043010752688172046
0,4,107,1,1.0,0.010752688172043012
0,4,111,1,0.0,0.010752688172043012
0,4,122,5,0.2,0.053763440860215055
0,4,135,1,0.0,0.010752688172043012
0,4,157,1,0.0,0.010752688172043012
0,5,3,12,0.5,0.07272727272727272
0,5,7,1,0.0,0.006060606060606061
0,5,14,7,0.8571428571428571,0.04242424242424243
0,5,23,10,0.3,0.06060606060606061
0,5,26,3,0.6666666666666666,0.01818181818181818
0,5,33,2,0.5,0.012121212121212121
0,5,39,1,1.0,0.006060606060606061
0,5,44,7,0.7142857142857143,0.04242424242424243
0,5,45,3,0.0,0.01818181818181818
0,5,54,3,0.0,0.01818181818181818
0,5,59,4,1.0,0.024242424242424242
0,5,65,1,0.0,0.006060606060606061
0,5,67,5,0.2,0.030303030303030304
0,5,69,5,0.8,0.030303030303030304
0,5,70,16,0.5,0.09696969696969697
0,5,72,3,0.6666666666666666,0.01818181818181818
0,5,74,1,1.0,0.006060606060606061
0,5,78,2,0.0,0.012121212121212121
0,5,90,1,1.0,0.006060606060606061
0,5,94,1,0.0,0.006060606060606061
0,5,96,7,0.7142857142857143,0.04242424242424243
0,5,107,1,1.0,0.006060606060606061
0,5,111,6,1.0,0.03636363636363636
0,5,115,3,0.6666666666666666,0.01818181818181818
0,5,122,1,1.0,0.006060606060606061
0,5,128,19,0.631578947368421,0.11515151515151516
0,5,131,3,0.6666666666666666,0.01818181818181818
0,5,133,14,0.7857142857142857,0.08484848484848485
0,5,136,13,0.6923076923076923,0.07878787878787878
0,5,139,2,0.0,0.012121212121212121
0,5,157,3,0.6666666666666666,0.01818181818181818
0,5,158,5,0.8,0.030303030303030304
0,6,3,6,0.3333333333333333,0.017543859649122806
0,6,14,12,0.75,0.03508771929824561
0,6,19,25,0.56,0.07309941520467836
0,6,21,1,1.0,0.0029239766081871343
0,6,23,10,0.5,0.029239766081871343
0,6,26,5,0.4,0.014619883040935672
0,6,39,5,0.2,0.014619883040935672
0,6,43,27,0.3333333333333333,0.07894736842105263
0,6,44,3,0.3333333333333333,0.008771929824561403
0,6,45,2,0.5,0.005847953216374269
0,6,54,6,0.8333333333333334,0.017543859649122806
0,6,59,2,1.0,0.005847953216374269
0,6,62,1,1.0,0.0029239766081871343
0,6,65,2,0.5,0.005847953216374269
0,6,67,6,0.0,0.017543859649122806
0,6,70,52,0.38461538461538464,0.15204678362573099
0,6,72,31,0.41935483870967744,0.09064327485380116
0,6,74,17,0.5294117647058824,0.049707602339181284
0,6,78,1,1.0,0.0029239766081871343
0,6,88,1,0.0,0.0029239766081871343
0,6,96,27,0.4444444444444444,0.07894736842105263
